         521498010 function calls (521495097 primitive calls) in 566.919 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:786(is_in_obj)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\child.py:45(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\posixpath.py:150(dirname)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:556(_gen_rows)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\numbers.py:160(__set__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\base.py:226(_obj_with_exclusions)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:122(_initialize_quotechar)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\multiarray.py:75(empty_like)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\tseries\frequencies.py:577(_is_quarterly)
        3    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:424(display_memory_usage)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:1675(get_format_datetime64)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:5553(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\utils\bound_dictionary.py:17(__init__)
        2    0.000    0.000    0.005    0.002 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\reader\workbook.py:31(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:293(ax)
        2    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\reader\excel.py:67(_validate_archive)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4362(<listcomp>)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2226(_can_hold_na)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:697(convert)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\named_styles.py:220(__init__)
        4    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\tseries\frequencies.py:572(_is_annual)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:602(_maybe_check_integrity)
       24    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1032(is_datetime_or_timedelta_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\properties.py:140(__init__)
       12    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\frame.py:9084(_get_agg_axis)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:929(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\multiarray.py:634(result_type)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\protection.py:15(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:537(is_truncated_horizontally)
        2    0.000    0.000    0.001    0.001 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\worksheet.py:96(__init__)
        4    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\named_styles.py:106(bind)
       13    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\fills.py:59(<listcomp>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:835(_sort_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\filters.py:321(__init__)
        9    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x000001FE45093670}
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\multiarray.py:468(can_cast)
        5    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\threading.py:513(is_set)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\codecs.py:260(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:268(__array__)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\scenario.py:85(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\stylesheet.py:149(custom_formats)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:601(_initialize_colspace)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\stylesheet.py:106(_merge_named_styles)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\multiarray.py:583(min_scalar_type)
        2    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:340(add_named_style)
        6    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\inspect.py:72(isclass)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1812(_nonzero_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:248(trans)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\numeric.py:2117(_allclose_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:485(data)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\named_styles.py:99(_set_index)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\datavalidation.py:169(__init__)
        6    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\tseries\frequencies.py:587(_is_weekly)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\reader\workbook.py:93(assign_names)
        6    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1611(index)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1431(_should_parse_dates)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\page.py:133(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        4    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3461(_can_reindex)
        3    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\compat\numpy\function.py:390(validate_minmax_axis)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\properties.py:20(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2168(internal_values)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:541(is_truncated_vertically)
        8    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\common.py:101(__enter__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5920(ensure_has_len)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\resample.py:441(_wrap_result)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexers.py:52(is_list_like_indexer)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\formatting\formatting.py:61(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\numeric.py:2313(_array_equal_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1576(ix)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\cell_style.py:172(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\resample.py:142(obj)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:574(_initialize_formatters)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\child.py:15(avoid_duplicate_name)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:161(active)
        3    0.000    0.000    0.000    0.000 {method 'time' of 'datetime.datetime' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\tseries\frequencies.py:582(_is_monthly)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\defined_name.py:174(__init__)
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:1719(validate_endpoints)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2151(_holder)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\named_styles.py:171(names)
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:657(_adjust_max_rows)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\descriptors\excel.py:99(__set__)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\cell_range.py:426(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2876(_prod_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\lib\function_base.py:1148(_diff_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:433(_repeat_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:906(levels)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\multiarray.py:852(bincount)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\properties.py:39(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:423(_validate_names)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\descriptors\excel.py:62(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\differential.py:65(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:1693(validate_periods)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:126(epoch)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\numbers.py:187(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1640(_consolidate_inplace)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\stylesheet.py:151(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\series.py:4195(_needs_reindex_multi)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1086(__enter__)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\named_styles.py:251(__init__)
        3    0.000    0.000    0.000    0.000 {method 'clear_mapping' of 'pandas._libs.index.IndexEngine' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\packaging\workbook.py:182(active)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:164(_is_all_dates)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\descriptors\excel.py:72(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\fonts.py:27(_no_value)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\child.py:65(title)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\named_styles.py:91(xfId)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\named_styles.py:272(sort_fn)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\named_styles.py:173(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:141(write_only)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\cell_style.py:184(__getitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\child.py:55(parent)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\copy.py:107(_copy_immutable)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\child.py:22(<listcomp>)
